gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_max_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_max_kozak	u3_GC	u5_oORF	u3_oORF
ATP1A4	ENSG00000132681.17	ENSG00000132681	ENST00000368081.9	protein_coding	438	0	0		0.575342465753425	281	10	8	1	0.530249110320285	0	41
ARG1	ENSG00000118520.15	ENSG00000118520	ENST00000368087.8	protein_coding	57	0	0		0.526315789473684	421	8	3	1	0.304038004750594	7	0
KCNJ9	ENSG00000162728.5	ENSG00000162728	ENST00000368088.4	protein_coding	274	1	0		0.726277372262774	2746	45	37	2	0.53823743627094	0	3
PIGM	ENSG00000143315.8	ENSG00000143315	ENST00000368090.5	protein_coding	251	3	3	1	0.617529880478088	5515	89	86	1	0.365911151405258	0	7
SLAMF9	ENSG00000162723.10	ENSG00000162723	ENST00000368093.4	protein_coding	100	1	0		0.57	169	0	0		0.526627218934911	0	0
IGSF9	ENSG00000085552.17	ENSG00000085552	ENST00000368094.6	protein_coding	215	1	0		0.6	304	5	5	1	0.513157894736842	0	10
TAGLN2	ENSG00000158710.15	ENSG00000158710	ENST00000368097.9	protein_coding	86	0	0		0.662790697674419	689	11	5	2	0.542815674891147	0	11
CFAP45	ENSG00000213085.10	ENSG00000213085	ENST00000368099.9	protein_coding	67	0	0		0.686567164179104	121	1	1	2	0.479338842975207	1	7
VSIG8	ENSG00000243284.1	ENSG00000243284	ENST00000368100.1	protein_coding	136	0	0		0.647058823529412	437	1	0		0.677345537757437	0	1
FCRL6	ENSG00000181036.14	ENSG00000181036	ENST00000368106.4	protein_coding	65	0	0		0.646153846153846	596	14	10	1	0.439597315436242	0	6
DUSP23	ENSG00000158716.9	ENSG00000158716	ENST00000368107.2	protein_coding	139	1	0		0.733812949640288	205	4	3	1	0.521951219512195	1	2
ACKR1	ENSG00000213088.12	ENSG00000213088	ENST00000368122.4	protein_coding	85	0	0		0.588235294117647	50	0	0		0.42	0	1
CADM3	ENSG00000162706.13	ENSG00000162706	ENST00000368125.9	protein_coding	151	0	0		0.76158940397351	2391	32	24	2	0.565453785027185	0	5
AIM2	ENSG00000163568.15	ENSG00000163568	ENST00000368130.9	protein_coding	154	1	1	2	0.5	208	2	1	2	0.360576923076923	0	0
PYHIN1	ENSG00000163564.15	ENSG00000163564	ENST00000368140.6	protein_coding	245	1	1	2	0.371428571428571	364	7	6	1	0.25	0	3
MNDA	ENSG00000163563.8	ENSG00000163563	ENST00000368141.5	protein_coding	227	0	0		0.392070484581498	265	5	2	1	0.249056603773585	0	2
TMEM244	ENSG00000203756.8	ENSG00000203756	ENST00000368143.6	protein_coding	127	2	0		0.464566929133858	75	2	2	1	0.213333333333333	1	6
OR6K3	ENSG00000203757.2	ENSG00000203757	ENST00000368145.2	protein_coding	55	0	0		0.490909090909091	841	17	16	3	0.387633769322235	1	0
ARHGAP18	ENSG00000146376.11	ENSG00000146376	ENST00000368149.3	protein_coding	41	1	0		0.51219512195122	2381	55	52	2	0.315413691726165	1	25
CD1E	ENSG00000158488.16	ENSG00000158488	ENST00000368167.8	protein_coding	95	0	0		0.494736842105263	657	11	6	1	0.34855403348554	3	1
CD1B	ENSG00000158485.11	ENSG00000158485	ENST00000368168.4	protein_coding	108	0	0		0.453703703703704	281	9	2	2	0.277580071174377	0	0
CD1C	ENSG00000158481.13	ENSG00000158481	ENST00000368170.8	protein_coding	142	2	0		0.415492957746479	1298	27	20	2	0.353620955315871	1	0
CD5L	ENSG00000073754.6	ENSG00000073754	ENST00000368174.5	protein_coding	107	0	0		0.448598130841121	1053	17	15	1	0.41690408357075	0	1
FCRL1	ENSG00000163534.15	ENSG00000163534	ENST00000368176.8	protein_coding	83	2	0		0.518072289156627	1696	25	23	3	0.357311320754717	0	6
FCRL3	ENSG00000160856.21	ENSG00000160856	ENST00000368184.8	protein_coding	204	3	3	2	0.504901960784314	2229	45	43	2	0.397487662628982	12	14
ETV3	ENSG00000117036.12	ENSG00000117036	ENST00000368192.9	protein_coding	93	1	0		0.67741935483871	3650	74	69	1	0.409315068493151	0	8
ARHGEF11	ENSG00000132694.19	ENSG00000132694	ENST00000368194.8	protein_coding	1412	6	5	2	0.465297450424929	1160	21	13	1	0.506896551724138	0	31
INSRR	ENSG00000027644.5	ENSG00000027644	ENST00000368195.4	protein_coding	496	1	1	1	0.618951612903226	810	15	4	1	0.614814814814815	0	28
SH2D2A	ENSG00000027869.12	ENSG00000027869	ENST00000368199.8	protein_coding	140	2	0		0.578571428571429	334	5	1	1	0.508982035928144	0	1
RRNAD1	ENSG00000143303.12	ENSG00000143303	ENST00000368216.9	protein_coding	636	1	0		0.669811320754717	207	2	0		0.429951690821256	0	2
ISG20L2	ENSG00000143319.17	ENSG00000143319	ENST00000368219.2	protein_coding	469	2	0		0.650319829424307	1454	13	12	2	0.484869325997249	2	0
CRABP2	ENSG00000143320.9	ENSG00000143320	ENST00000368222.8	protein_coding	137	0	0		0.613138686131387	420	4	3	2	0.538095238095238	1	7
NES	ENSG00000132688.11	ENSG00000132688	ENST00000368223.4	protein_coding	143	0	0		0.65034965034965	559	6	3	2	0.584973166368515	3	13
PTPRK	ENSG00000152894.15	ENSG00000152894	ENST00000368226.9	protein_coding	241	1	1	3	0.680497925311203	1442	39	26	1	0.324549237170596	24	39
GPATCH4	ENSG00000160818.17	ENSG00000160818	ENST00000368232.9	protein_coding	129	4	1	2	0.534883720930233	912	15	14	1	0.471491228070175	0	2
NAXE	ENSG00000163382.13	ENSG00000163382	ENST00000368235.8	protein_coding	29	0	0		0.862068965517241	215	5	2	2	0.483720930232558	1	1
TTC24	ENSG00000187862.13	ENSG00000187862	ENST00000368236.8	protein_coding	40	0	0		0.6	1169	24	17	2	0.479897348160821	3	5
TSACC	ENSG00000163467.12	ENSG00000163467	ENST00000368254.6	protein_coding	204	4	1	1	0.475490196078431	13	0	0		0.307692307692308	3	0
BGLAP	ENSG00000242252.2	ENSG00000242252	ENST00000368272.5	protein_coding	48	0	0		0.6875	155	2	0		0.606451612903226	0	1
SEMA4A	ENSG00000196189.13	ENSG00000196189	ENST00000368285.8	protein_coding	209	4	3	2	0.617224880382775	747	12	8	2	0.527443105756359	1	8
LMNA	ENSG00000160789.24	ENSG00000160789	ENST00000368300.9	protein_coding	208	0	0		0.735576923076923	975	5	5	1	0.551794871794872	0	15
LAMTOR2	ENSG00000116586.12	ENSG00000116586	ENST00000368305.9	protein_coding	108	0	0		0.694444444444445	135	3	1	2	0.488888888888889	0	6
UBQLN4	ENSG00000160803.8	ENSG00000160803	ENST00000368309.4	protein_coding	97	0	0		0.845360824742268	1679	27	21	1	0.499106611078023	0	16
RNF146	ENSG00000118518.17	ENSG00000118518	ENST00000368314.6	protein_coding	170	2	1	2	0.511764705882353	869	21	19	2	0.32566168009206	1	1
RXFP4	ENSG00000173080.6	ENSG00000173080	ENST00000368318.5	protein_coding	72	1	0		0.583333333333333	253	3	0		0.513833992094862	1	0
KHDC4	ENSG00000132680.11	ENSG00000132680	ENST00000368321.8	protein_coding	40	0	0		0.6	1076	10	9	2	0.365241635687732	2	15
RIT1	ENSG00000143622.11	ENSG00000143622	ENST00000368323.8	protein_coding	150	0	0		0.64	2580	44	39	2	0.363565891472868	1	7
SYT11	ENSG00000132718.9	ENSG00000132718	ENST00000368324.5	protein_coding	195	0	0		0.584615384615385	3691	66	55	2	0.429422920617719	0	4
CENPW	ENSG00000203760.9	ENSG00000203760	ENST00000368328.5	protein_coding	159	0	0		0.572327044025157	383	12	9	2	0.263707571801567	0	1
GON4L	ENSG00000116580.19	ENSG00000116580	ENST00000368331.6	protein_coding	94	1	0		0.521276595744681	925	14	8	3	0.492972972972973	0	67
DAP3	ENSG00000132676.16	ENSG00000132676	ENST00000368336.10	protein_coding	91	0	0		0.648351648351648	768	15	8	2	0.430989583333333	2	2
RUSC1	ENSG00000160753.16	ENSG00000160753	ENST00000368352.10	protein_coding	184	1	0		0.668478260869565	543	11	8	1	0.464088397790055	3	16
FDPS	ENSG00000160752.15	ENSG00000160752	ENST00000368356.9	protein_coding	101	0	0		0.594059405940594	56	0	0		0.482142857142857	0	0
HCN3	ENSG00000143630.10	ENSG00000143630	ENST00000368358.4	protein_coding	128	1	0		0.703125	1385	20	20	2	0.498194945848375	2	13
CLK2	ENSG00000176444.19	ENSG00000176444	ENST00000368361.9	protein_coding	304	0	0		0.759868421052632	350	4	0		0.462857142857143	0	4
HEY2	ENSG00000135547.9	ENSG00000135547	ENST00000368364.4	protein_coding	145	0	0		0.8	1467	35	26	1	0.366734832992502	1	0
GBA	ENSG00000177628.16	ENSG00000177628	ENST00000368373.8	protein_coding	137	1	0		0.481751824817518	543	9	1	3	0.558011049723757	0	6
MTX1	ENSG00000173171.15	ENSG00000173171	ENST00000368376.8	protein_coding	110	1	0		0.690909090909091	125	1	0		0.56	0	0
THBS3	ENSG00000169231.13	ENSG00000169231	ENST00000368378.7	protein_coding	21	0	0		0.666666666666667	253	2	0		0.513833992094862	42	9
DPM3	ENSG00000179085.8	ENSG00000179085	ENST00000368400.5	protein_coding	46	0	0		0.695652173913044	71	0	0		0.47887323943662	0	0
SLC50A1	ENSG00000169241.19	ENSG00000169241	ENST00000368404.9	protein_coding	60	0	0		0.733333333333333	572	13	3	2	0.472027972027972	0	9
EFNA1	ENSG00000169242.12	ENSG00000169242	ENST00000368407.8	protein_coding	102	0	0		0.705882352941177	832	13	8	1	0.519230769230769	1	2
EFNA3	ENSG00000143590.14	ENSG00000143590	ENST00000368408.4	protein_coding	105	0	0		0.819047619047619	995	12	6	3	0.577889447236181	0	7
EFNA4	ENSG00000243364.8	ENSG00000243364	ENST00000368409.8	protein_coding	84	0	0		0.642857142857143	564	6	4	3	0.549645390070922	1	0
NKAIN2	ENSG00000188580.15	ENSG00000188580	ENST00000368417.6	protein_coding	336	3	0		0.732142857142857	2411	55	50	1	0.373703857320614	1	0
DCST2	ENSG00000163354.15	ENSG00000163354	ENST00000368424.4	protein_coding	80	0	0		0.5375	17	0	0		0.411764705882353	4	0
SMPDL3A	ENSG00000172594.13	ENSG00000172594	ENST00000368440.5	protein_coding	89	0	0		0.707865168539326	312	7	2	2	0.259615384615385	1	5
FABP7	ENSG00000164434.12	ENSG00000164434	ENST00000368444.8	protein_coding	79	0	0		0.531645569620253	307	5	0		0.328990228013029	0	3
PKIB	ENSG00000135549.15	ENSG00000135549	ENST00000368452.7	protein_coding	291	2	1	2	0.539518900343643	1178	34	30	1	0.297962648556876	0	4
HSF2	ENSG00000025156.13	ENSG00000025156	ENST00000368455.9	protein_coding	86	0	0		0.63953488372093	899	18	16	1	0.334816462736374	0	6
PYGO2	ENSG00000163348.4	ENSG00000163348	ENST00000368457.3	protein_coding	206	1	0		0.728155339805825	1753	27	21	1	0.507130633200228	1	8
PBXIP1	ENSG00000163346.17	ENSG00000163346	ENST00000368463.8	protein_coding	67	0	0		0.582089552238806	944	17	14	3	0.526483050847458	1	3
PMVK	ENSG00000163344.6	ENSG00000163344	ENST00000368467.4	protein_coding	34	0	0		0.735294117647059	389	4	1	3	0.575835475578406	4	3
MAN1A1	ENSG00000111885.7	ENSG00000111885	ENST00000368468.4	protein_coding	442	1	0		0.744343891402715	2614	57	49	1	0.308339709257842	0	17
ADAR	ENSG00000160710.18	ENSG00000160710	ENST00000368474.9	protein_coding	180	1	0		0.783333333333333	2749	31	26	1	0.466715169152419	9	38
CHRNB2	ENSG00000160716.6	ENSG00000160716	ENST00000368476.4	protein_coding	267	1	0		0.704119850187266	4081	49	47	1	0.550600343053173	0	5
TDRD10	ENSG00000163239.12	ENSG00000163239	ENST00000368482.8	protein_coding	838	1	0		0.732696897374702	437	11	4	2	0.466819221967963	1	0
IL6R	ENSG00000160712.13	ENSG00000160712	ENST00000368485.8	protein_coding	287	4	3	2	0.714285714285714	4070	58	47	1	0.468550368550369	0	5
ATP8B2	ENSG00000143515.19	ENSG00000143515	ENST00000368489.6	protein_coding	215	2	0		0.767441860465116	2186	28	19	3	0.499542543458372	5	42
CEP85L	ENSG00000111860.14	ENSG00000111860	ENST00000368491.8	protein_coding	322	1	0		0.720496894409938	4633	80	74	2	0.325275199654651	1	17
NUS1	ENSG00000153989.8	ENSG00000153989	ENST00000368494.4	protein_coding	202	2	0		0.722772277227723	3712	78	74	1	0.323275862068966	1	5
GOPC	ENSG00000047932.14	ENSG00000047932	ENST00000368498.7	protein_coding	223	0	0		0.68609865470852	2985	75	65	3	0.336348408710218	0	1
ROS1	ENSG00000047936.11	ENSG00000047936	ENST00000368507.8	protein_coding	286	6	5	2	0.356643356643357	1139	20	14	2	0.388059701492537	2	49
C1orf43	ENSG00000143612.21	ENSG00000143612	ENST00000368521.10	protein_coding	183	2	0		0.66120218579235	733	14	6	2	0.421555252387449	1	18
C1orf189	ENSG00000163263.7	ENSG00000163263	ENST00000368525.4	protein_coding	26	0	0		0.346153846153846	342	5	1	2	0.444444444444444	1	7
ECHS1	ENSG00000127884.5	ENSG00000127884	ENST00000368547.4	protein_coding	21	0	0		0.714285714285714	383	4	2	2	0.558746736292428	1	9
FAM162B	ENSG00000183807.8	ENSG00000183807	ENST00000368557.6	protein_coding	143	0	0		0.755244755244755	400	7	3	3	0.335	1	6
KPNA5	ENSG00000196911.11	ENSG00000196911	ENST00000368564.7	protein_coding	124	0	0		0.620967741935484	9544	207	195	2	0.333403185247276	2	7
RAB13	ENSG00000143545.10	ENSG00000143545	ENST00000368575.5	protein_coding	103	0	0		0.747572815533981	449	6	4	2	0.474387527839644	0	10
ZUP1	ENSG00000153975.10	ENSG00000153975	ENST00000368576.8	protein_coding	216	1	0		0.583333333333333	214	4	1	1	0.252336448598131	0	2
CFAP46	ENSG00000171811.14	ENSG00000171811	ENST00000368586.10	protein_coding	86	0	0		0.767441860465116	29	0	0		0.379310344827586	3	3
NKX6-2	ENSG00000148826.9	ENSG00000148826	ENST00000368592.8	protein_coding	199	1	0		0.919597989949749	1735	8	6	2	0.588472622478386	1	0
INPP5A	ENSG00000068383.19	ENSG00000068383	ENST00000368594.8	protein_coding	310	2	0		0.829032258064516	1451	18	18	2	0.467263955892488	0	7
CALHM5	ENSG00000178033.6	ENSG00000178033	ENST00000368599.4	protein_coding	58	0	0		0.517241379310345	8799	189	185	1	0.388225934765314	9	16
TRAPPC3L	ENSG00000173626.10	ENSG00000173626	ENST00000368602.4	protein_coding	170	1	0		0.411764705882353	1965	51	48	2	0.351145038167939	0	5
CALHM6	ENSG00000188820.13	ENSG00000188820	ENST00000368605.3	protein_coding	113	2	0		0.539823008849558	66	1	0		0.196969696969697	0	0
CREB3L4	ENSG00000143578.16	ENSG00000143578	ENST00000368607.8	protein_coding	267	1	0		0.51310861423221	294	4	4	2	0.448979591836735	0	6
TSPYL1	ENSG00000189241.8	ENSG00000189241	ENST00000368608.4	protein_coding	100	0	0		0.63	3659	68	65	2	0.388630773435365	0	0
LRRC27	ENSG00000148814.18	ENSG00000148814	ENST00000368614.8	protein_coding	112	1	0		0.669642857142857	6266	85	80	2	0.470475582508778	0	11
CRTC2	ENSG00000160741.17	ENSG00000160741	ENST00000368633.2	protein_coding	115	0	0		0.765217391304348	434	7	3	1	0.516129032258065	2	11
TCERG1L	ENSG00000176769.9	ENSG00000176769	ENST00000368642.4	protein_coding	86	1	1	2	0.825581395348837	771	5	3	2	0.456549935149157	1	5
MKI67	ENSG00000148773.14	ENSG00000148773	ENST00000368654.8	protein_coding	414	0	0		0.683574879227053	2531	37	32	2	0.48478862109838	2	5
GATAD2B	ENSG00000143614.10	ENSG00000143614	ENST00000368655.5	protein_coding	241	0	0		0.738589211618257	5452	76	70	1	0.458363903154806	0	14
FAM229B	ENSG00000203778.8	ENSG00000203778	ENST00000368656.7	protein_coding	305	2	2	2	0.495081967213115	2003	39	38	3	0.392411382925612	0	5
TUBE1	ENSG00000074935.14	ENSG00000074935	ENST00000368662.10	protein_coding	48	0	0		0.770833333333333	749	10	3	1	0.271028037383178	1	10
CCN6	ENSG00000112761.21	ENSG00000112761	ENST00000368666.7	protein_coding	254	3	1	2	0.523622047244094	66	1	1	2	0.287878787878788	0	0
CLRN3	ENSG00000180745.5	ENSG00000180745	ENST00000368671.4	protein_coding	157	0	0		0.312101910828025	308	9	1	2	0.418831168831169	0	5
NPR1	ENSG00000169418.10	ENSG00000169418	ENST00000368680.4	protein_coding	421	2	0		0.684085510688836	578	7	5	3	0.588235294117647	1	0
SNAPIN	ENSG00000143553.11	ENSG00000143553	ENST00000368685.6	protein_coding	41	0	0		0.658536585365854	551	13	9	1	0.433756805807623	1	6
FANK1	ENSG00000203780.12	ENSG00000203780	ENST00000368693.6	protein_coding	79	0	0		0.746835443037975	154	1	1	3	0.396103896103896	4	0
CHTOP	ENSG00000160679.13	ENSG00000160679	ENST00000368694.8	protein_coding	295	0	0		0.633898305084746	1037	19	17	1	0.413693346190935	0	4
S100A16	ENSG00000188643.11	ENSG00000188643	ENST00000368706.9	protein_coding	212	0	0		0.688679245283019	648	8	4	1	0.564814814814815	0	4
S100A2	ENSG00000196754.13	ENSG00000196754	ENST00000368708.9	protein_coding	349	4	0		0.63323782234957	331	5	1	2	0.422960725075529	1	3
S100A3	ENSG00000188015.10	ENSG00000188015	ENST00000368713.8	protein_coding	83	0	0		0.530120481927711	353	7	0		0.603399433427762	0	3
S100A4	ENSG00000196154.12	ENSG00000196154	ENST00000368716.9	protein_coding	69	0	0		0.492753623188406	138	2	0		0.514492753623188	1	1
S100A6	ENSG00000197956.10	ENSG00000197956	ENST00000368719.9	protein_coding	64	0	0		0.703125	97	1	0		0.381443298969072	1	3
S100A7	ENSG00000143556.9	ENSG00000143556	ENST00000368723.4	protein_coding	61	0	0		0.475409836065574	62	2	0		0.564516129032258	0	0
S100A7A	ENSG00000184330.12	ENSG00000184330	ENST00000368729.9	protein_coding	61	0	0		0.442622950819672	3913	64	62	2	0.462305136723741	0	7
S100A8	ENSG00000143546.10	ENSG00000143546	ENST00000368733.4	protein_coding	55	1	0		0.545454545454545	71	1	0		0.507042253521127	0	1
S100A12	ENSG00000163221.9	ENSG00000163221	ENST00000368737.5	protein_coding	90	0	0		0.522222222222222	116	2	0		0.46551724137931	0	0
S100A9	ENSG00000163220.11	ENSG00000163220	ENST00000368738.4	protein_coding	43	0	0		0.534883720930233	185	2	0		0.621621621621622	0	6
LORICRIN	ENSG00000203782.6	ENSG00000203782	ENST00000368742.4	protein_coding	70	0	0		0.528571428571429	236	5	3	1	0.5	0	1
PRR9	ENSG00000203783.5	ENSG00000203783	ENST00000368744.4	protein_coding	56	0	0		0.482142857142857	815	17	11	1	0.446625766871166	0	8
LELP1	ENSG00000203784.3	ENSG00000203784	ENST00000368747.2	protein_coding	123	0	0		0.504065040650406	116	2	0		0.560344827586207	1	1
SPRR2G	ENSG00000159516.9	ENSG00000159516	ENST00000368748.5	protein_coding	60	0	0		0.416666666666667	307	7	2	2	0.462540716612378	1	2
SPRR2E	ENSG00000203785.9	ENSG00000203785	ENST00000368750.8	protein_coding	62	0	0		0.483870967741936	398	7	1	2	0.459798994974874	1	1
TRAF3IP2	ENSG00000056972.20	ENSG00000056972	ENST00000368761.11	protein_coding	111	0	0		0.594594594594595	4024	61	59	2	0.428180914512922	0	15
IVL	ENSG00000163207.7	ENSG00000163207	ENST00000368764.4	protein_coding	63	0	0		0.523809523809524	331	4	1	1	0.501510574018127	0	1
SMCP	ENSG00000163206.6	ENSG00000163206	ENST00000368765.4	protein_coding	145	3	0		0.448275862068966	274	4	3	2	0.45985401459854	0	4
LCE1E	ENSG00000186226.9	ENSG00000186226	ENST00000368770.4	protein_coding	73	0	0		0.547945205479452	770	13	1	1	0.441558441558442	1	1
C1orf68	ENSG00000198854.5	ENSG00000198854	ENST00000368775.3	protein_coding	0	0	1			196	5	3	2	0.51530612244898	1	19
LCE4A	ENSG00000187170.6	ENSG00000187170	ENST00000368777.2	protein_coding	256	4	0		0.546875	59	0	0		0.593220338983051	1	1
LCE2A	ENSG00000187173.4	ENSG00000187173	ENST00000368779.2	protein_coding	70	0	0		0.542857142857143	220	3	0		0.490909090909091	1	1
LCE2B	ENSG00000159455.9	ENSG00000159455	ENST00000368780.4	protein_coding	54	0	0		0.592592592592593	221	6	0		0.447963800904977	1	1
LCE2D	ENSG00000187223.4	ENSG00000187223	ENST00000368784.2	protein_coding	71	1	0		0.549295774647887	221	6	0		0.46606334841629	1	1
LCE3D	ENSG00000163202.5	ENSG00000163202	ENST00000368787.4	protein_coding	69	0	0		0.579710144927536	277	6	1	1	0.505415162454874	1	0
LCE3E	ENSG00000185966.4	ENSG00000185966	ENST00000368789.2	protein_coding	64	0	0		0.5625	276	5	0		0.496376811594203	1	1
CRCT1	ENSG00000169509.6	ENSG00000169509	ENST00000368790.4	protein_coding	93	0	0		0.56989247311828	325	5	0		0.569230769230769	1	1
UROS	ENSG00000188690.15	ENSG00000188690	ENST00000368797.10	protein_coding	256	1	0		0.73828125	282	2	1	2	0.634751773049645	0	2
FLG	ENSG00000143631.11	ENSG00000143631	ENST00000368799.2	protein_coding	72	0	0		0.430555555555556	535	8	7	2	0.28411214953271	11	11
HRNR	ENSG00000197915.7	ENSG00000197915	ENST00000368801.4	protein_coding	76	0	0		0.407894736842105	1000	17	14	1	0.341	5	21
REV3L	ENSG00000009413.16	ENSG00000009413	ENST00000368802.8	protein_coding	330	1	0		0.733333333333333	983	18	13	2	0.300101729399797	1	66
TCHHL1	ENSG00000182898.4	ENSG00000182898	ENST00000368806.2	protein_coding	65	0	0		0.553846153846154	826	19	10	2	0.312348668280872	1	9
MMP21	ENSG00000154485.5	ENSG00000154485	ENST00000368808.3	protein_coding	0	0	1			209	3	2	3	0.30622009569378	0	5
S100A10	ENSG00000197747.9	ENSG00000197747	ENST00000368811.8	protein_coding	129	0	0		0.728682170542636	248	3	2	2	0.387096774193548	0	5
THEM4	ENSG00000159445.13	ENSG00000159445	ENST00000368814.8	protein_coding	53	0	0		0.773584905660377	4022	65	60	2	0.455494778717056	2	12
THEM5	ENSG00000196407.12	ENSG00000196407	ENST00000368817.10	protein_coding	147	0	0		0.598639455782313	270	0	0		0.651851851851852	0	0
LINGO4	ENSG00000213171.3	ENSG00000213171	ENST00000368820.4	protein_coding	203	3	0		0.660098522167488	659	6	2	1	0.520485584218513	3	8
TEX36	ENSG00000175018.13	ENSG00000175018	ENST00000368821.4	protein_coding	174	3	1	2	0.522988505747127	206	7	0		0.29126213592233	0	1
TDRKH	ENSG00000182134.16	ENSG00000182134	ENST00000368824.8	protein_coding	148	1	0		0.628378378378378	958	8	5	1	0.430062630480167	2	5
MRPL9	ENSG00000143436.11	ENSG00000143436	ENST00000368830.8	protein_coding	17	0	0		0.470588235294118	403	4	3	2	0.43424317617866	1	4
EEF1AKMT2	ENSG00000203791.15	ENSG00000203791	ENST00000368836.7	protein_coding	54	1	0		0.703703703703704	2669	48	42	2	0.334956912701386	3	4
LHPP	ENSG00000107902.14	ENSG00000107902	ENST00000368842.10	protein_coding	40	0	0		0.775	781	8	3	2	0.610755441741357	1	0
OAT	ENSG00000065154.12	ENSG00000065154	ENST00000368845.6	protein_coding	80	0	0		0.5375	639	14	6	3	0.30829420970266	0	2
TUFT1	ENSG00000143367.16	ENSG00000143367	ENST00000368849.8	protein_coding	58	0	0		0.655172413793103	1876	23	16	3	0.477078891257996	3	5
SLC16A10	ENSG00000112394.17	ENSG00000112394	ENST00000368851.10	protein_coding	250	0	0		0.776	8959	175	173	1	0.367898202924434	0	13
BUB3	ENSG00000154473.18	ENSG00000154473	ENST00000368865.9	protein_coding	84	0	0		0.642857142857143	6632	116	114	2	0.397014475271411	8	0
