expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0.021,0.083,0.037,0.135,0.166,ENSG00000072778,ENST00000356839.10,ENST00000356839
0,0,0,0,0,ENSG00000007944,ENST00000356840.8,ENST00000356840
0,0,0,0,0,ENSG00000187736,ENST00000356853.10,ENST00000356853
0.1,0.353,0.22,0.805,0.845,ENSG00000153956,ENST00000356860.8,ENST00000356860
0.417,1.185,0.764,2.086,2.216,ENSG00000173535,ENST00000356864.4,ENST00000356864
0,0,0,0,0,ENSG00000215788,ENST00000356876.8,ENST00000356876
0,0,0,0,0,ENSG00000185963,ENST00000356884.11,ENST00000356884
0.12,0.4,0.255,0.825,0.864,ENSG00000133641,ENST00000356891.4,ENST00000356891
0.152,0.464,0.276,0.864,0.929,ENSG00000122122,ENST00000356892.4,ENST00000356892
0,0,0,0,0,ENSG00000197272,ENST00000356897.1,ENST00000356897
0.49,1.344,1.015,2.85,2.917,ENSG00000100678,ENST00000356921.7,ENST00000356921
0,0,0,0,0,ENSG00000119688,ENST00000356924.9,ENST00000356924
0.333,1.161,0.766,2.647,2.709,ENSG00000179542,ENST00000356928.2,ENST00000356928
0.079,0.275,0.191,0.628,0.658,ENSG00000182141,ENST00000356929.3,ENST00000356929
0,0,0,0,0,ENSG00000099246,ENST00000356940.11,ENST00000356940
0.012,0.05,0.045,0.163,0.386,ENSG00000011304,ENST00000356948.11,ENST00000356948
0.006,0.05,0.018,0.166,0.205,ENSG00000197903,ENST00000356950.2,ENST00000356950
0,0,0,0,0,ENSG00000143537,ENST00000356955.7,ENST00000356955
0,0,0,0,0,ENSG00000197081,ENST00000356956.6,ENST00000356956
0.127,0.398,0.248,0.793,0.846,ENSG00000196800,ENST00000356972.2,ENST00000356972
0.371,0.868,0.726,1.739,1.809,ENSG00000100151,ENST00000356976.8,ENST00000356976
0.064,0.28,0.149,0.594,0.603,ENSG00000198668,ENST00000356978.9,ENST00000356978
0.109,0.625,0.254,1.49,1.701,ENSG00000139187,ENST00000356986.8,ENST00000356986
0.153,0.541,0.347,1.114,1.141,ENSG00000180900,ENST00000356994.7,ENST00000356994
0.228,0.683,0.591,1.681,1.843,ENSG00000100060,ENST00000356998.8,ENST00000356998
0,0,0,0,0,ENSG00000197273,ENST00000357001.3,ENST00000357001
0.042,0.245,0.125,0.6,0.633,ENSG00000213096,ENST00000357002.5,ENST00000357002
0.294,0.919,0.63,1.969,2.035,ENSG00000144843,ENST00000357003.8,ENST00000357003
0.216,0.836,0.464,1.801,1.918,ENSG00000198947,ENST00000357033.9,ENST00000357033
0,0,0,0,0,ENSG00000177469,ENST00000357037.6,ENST00000357037
0.325,1.28,0.541,2.086,2.195,ENSG00000164751,ENST00000357039.9,ENST00000357039
0.228,0.591,0.364,0.961,1.001,ENSG00000167578,ENST00000357052.8,ENST00000357052
0.081,0.284,0.181,0.584,0.645,ENSG00000197748,ENST00000357060.8,ENST00000357060
0.315,0.856,0.582,1.535,1.571,ENSG00000172081,ENST00000357066.8,ENST00000357066
0,0,0,0,0,ENSG00000100033,ENST00000357068.11,ENST00000357068
0.138,0.48,0.291,0.967,1.103,ENSG00000145362,ENST00000357077.9,ENST00000357077
0.41,1.572,0.872,3.274,3.628,ENSG00000135049,ENST00000357081.8,ENST00000357081
1.31,4.013,2.306,6.845,7.283,ENSG00000112343,ENST00000357085.5,ENST00000357085
0.16,0.447,0.354,0.956,1.009,ENSG00000006831,ENST00000357103.5,ENST00000357103
0.052,0.178,0.105,0.417,0.447,ENSG00000165973,ENST00000357134.10,ENST00000357134
0,0,0,0,0,ENSG00000196236,ENST00000357137.9,ENST00000357137
0.065,0.42,0.14,0.921,1.335,ENSG00000196900,ENST00000357147.4,ENST00000357147
0,0,0,0,0,ENSG00000221986,ENST00000357155.2,ENST00000357155
0.024,0.052,0.059,0.113,0.162,ENSG00000125971,ENST00000357156.7,ENST00000357156
0,0,0,0,0,ENSG00000132549,ENST00000357162.7,ENST00000357162
0,0,0,0,0,ENSG00000196743,ENST00000357164.4,ENST00000357164
0.706,1.752,1.501,3.769,3.929,ENSG00000188706,ENST00000357166.11,ENST00000357166
0.339,0.943,0.559,1.572,1.645,ENSG00000134255,ENST00000357172.9,ENST00000357172
1.638,6.275,2.845,10.654,11.489,ENSG00000157502,ENST00000357175.6,ENST00000357175
0.307,1.09,0.54,1.841,1.957,ENSG00000100038,ENST00000357179.10,ENST00000357179
0.522,1.591,0.91,2.837,3.107,ENSG00000163867,ENST00000357182.9,ENST00000357182
0.784,3.043,1.544,5.862,6.343,ENSG00000164520,ENST00000357183.9,ENST00000357183
0.545,1.728,1.035,3.207,3.267,ENSG00000127152,ENST00000357195.8,ENST00000357195
0.782,1.964,1.642,3.943,4.048,ENSG00000088543,ENST00000357203.8,ENST00000357203
0.022,0.203,0.055,0.546,0.577,ENSG00000116560,ENST00000357214.6,ENST00000357214
0.422,1.435,0.908,3.084,3.18,ENSG00000102225,ENST00000357227.9,ENST00000357227
0.628,2.22,1.196,4.189,4.427,ENSG00000197410,ENST00000357232.10,ENST00000357232
0,0,0,0,0,ENSG00000128604,ENST00000357234.10,ENST00000357234
0.42,1.272,0.858,2.576,2.682,ENSG00000197622,ENST00000357235.6,ENST00000357235
0.413,0.953,0.606,1.426,1.485,ENSG00000133138,ENST00000357242.10,ENST00000357242
0.263,0.83,0.506,1.567,1.637,ENSG00000056586,ENST00000357244.7,ENST00000357244
0.025,0.097,0.047,0.172,0.197,ENSG00000197769,ENST00000357246.4,ENST00000357246
0.2,0.402,0.367,0.738,0.759,ENSG00000112280,ENST00000357250.11,ENST00000357250
0.062,0.135,0.117,0.253,0.26,ENSG00000197852,ENST00000357260.6,ENST00000357260
0,0,0,0,0,ENSG00000096060,ENST00000357266.9,ENST00000357266
0.446,1.291,0.925,2.583,2.781,ENSG00000138375,ENST00000357276.9,ENST00000357276
0.193,0.401,0.325,0.685,0.743,ENSG00000169891,ENST00000357277.8,ENST00000357277
0.124,0.603,0.323,1.533,1.618,ENSG00000198380,ENST00000357308.9,ENST00000357308
0.172,0.713,0.331,1.292,1.433,ENSG00000166321,ENST00000357321.9,ENST00000357321
0,0,0,0,0,ENSG00000105726,ENST00000357324.11,ENST00000357324
0.146,0.384,0.267,0.713,0.726,ENSG00000143321,ENST00000357325.10,ENST00000357325
0,0,0,0,0,ENSG00000197487,ENST00000357330.7,ENST00000357330
0,0,0,0,0,ENSG00000198356,ENST00000357332.8,ENST00000357332
0.104,0.316,0.236,0.662,0.718,ENSG00000022277,ENST00000357348.10,ENST00000357348
0.163,0.396,0.298,0.681,0.689,ENSG00000196976,ENST00000357360.5,ENST00000357360
0.058,0.148,0.104,0.238,0.238,ENSG00000165689,ENST00000357365.8,ENST00000357365
0.037,0.186,0.071,0.407,0.433,ENSG00000186803,ENST00000357374.2,ENST00000357374
0,0,0,0,0,ENSG00000197786,ENST00000357377.3,ENST00000357377
0.143,0.445,0.326,1.031,1.072,ENSG00000104827,ENST00000357383.4,ENST00000357383
0,0.161,0,0.354,0.472,ENSG00000164327,ENST00000357387.8,ENST00000357387
0.067,0.198,0.13,0.352,0.371,ENSG00000113810,ENST00000357388.8,ENST00000357388
0.013,0.081,0.025,0.135,0.143,ENSG00000170956,ENST00000357396.8,ENST00000357396
0.044,0.291,0.129,0.722,0.758,ENSG00000013364,ENST00000357402.10,ENST00000357402
0.166,0.423,0.277,0.674,0.751,ENSG00000159224,ENST00000357424.2,ENST00000357424
0.645,1.867,1.284,3.646,3.831,ENSG00000123983,ENST00000357430.8,ENST00000357430
0.127,0.46,0.29,1.075,1.119,ENSG00000174669,ENST00000357440.7,ENST00000357440
1.262,3.757,2.346,6.835,7.353,ENSG00000151474,ENST00000357447.7,ENST00000357447
0.195,0.431,0.291,0.627,0.713,ENSG00000077935,ENST00000357450.9,ENST00000357450
0.105,0.194,0.234,0.472,0.509,ENSG00000215271,ENST00000357460.7,ENST00000357460
0.132,0.358,0.342,0.855,0.921,ENSG00000196792,ENST00000357479.10,ENST00000357479
0.147,0.426,0.343,0.945,1.104,ENSG00000242498,ENST00000357484.10,ENST00000357484
0.032,0.057,0.051,0.095,0.116,ENSG00000196843,ENST00000357485.8,ENST00000357485
0.004,0.075,0.016,0.198,0.207,ENSG00000139675,ENST00000357495.5,ENST00000357495
0.023,0.084,0.043,0.147,0.184,ENSG00000167272,ENST00000357500.5,ENST00000357500
0.208,0.505,0.394,0.989,1.047,ENSG00000198113,ENST00000357503.3,ENST00000357503
0,0,0,0,0,ENSG00000172500,ENST00000357519.9,ENST00000357519
0.164,0.944,0.378,2.096,2.269,ENSG00000198523,ENST00000357525.6,ENST00000357525
0.034,0.198,0.057,0.339,0.368,ENSG00000196104,ENST00000357545.9,ENST00000357545
0.123,0.551,0.292,1.278,1.32,ENSG00000196074,ENST00000357552.8,ENST00000357552
0,0,0,0,0,ENSG00000114416,ENST00000357559.9,ENST00000357559
0.389,1.152,0.824,2.351,2.426,ENSG00000113108,ENST00000357560.9,ENST00000357560
0,0,0,0,0,ENSG00000112294,ENST00000357578.8,ENST00000357578
0.609,2.064,1.348,4.334,4.705,ENSG00000142733,ENST00000357582.3,ENST00000357582
0.498,1.495,0.878,2.601,2.721,ENSG00000180616,ENST00000357585.4,ENST00000357585
0.216,0.628,0.387,1.074,1.149,ENSG00000100280,ENST00000357586.7,ENST00000357586
0.252,0.648,0.517,1.327,1.358,ENSG00000082684,ENST00000357599.8,ENST00000357599
0.313,0.787,0.56,1.37,1.502,ENSG00000151461,ENST00000357604.10,ENST00000357604
0,0,0,0,0,ENSG00000010704,ENST00000357618.10,ENST00000357618
0.657,3.059,1.309,6.039,6.466,ENSG00000128513,ENST00000357628.8,ENST00000357628
0.105,0.623,0.225,1.307,1.423,ENSG00000173585,ENST00000357632.7,ENST00000357632
0.03,0.046,0.061,0.102,0.124,ENSG00000178761,ENST00000357635.10,ENST00000357635
0.076,0.328,0.148,0.628,0.69,ENSG00000154269,ENST00000357639.8,ENST00000357639
0.151,0.469,0.332,0.975,1.032,ENSG00000162777,ENST00000357640.9,ENST00000357640
0.099,0.202,0.191,0.386,0.393,ENSG00000096070,ENST00000357641.10,ENST00000357641
0.162,0.568,0.329,1.051,1.084,ENSG00000162695,ENST00000357650.9,ENST00000357650
0.185,0.396,0.33,0.706,0.744,ENSG00000012048,ENST00000357654.9,ENST00000357654
1.321,3.76,2.641,7.36,7.685,ENSG00000058668,ENST00000357681.10,ENST00000357681
0.161,0.706,0.303,1.392,1.576,ENSG00000197580,ENST00000357685.11,ENST00000357685
0,0,0,0,0,ENSG00000196372,ENST00000357700.11,ENST00000357700
0,0,0,0,0,ENSG00000086967,ENST00000357701.6,ENST00000357701
0.04,0.162,0.078,0.334,0.341,ENSG00000196277,ENST00000357716.9,ENST00000357716
0.258,0.676,0.483,1.262,1.401,ENSG00000104907,ENST00000357720.9,ENST00000357720
0.433,1.459,0.859,2.727,2.946,ENSG00000139160,ENST00000357721.3,ENST00000357721
2.303,9.264,4.785,18.853,20.439,ENSG00000116726,ENST00000357726.5,ENST00000357726
0.418,1.731,0.79,3.198,3.313,ENSG00000146592,ENST00000357727.7,ENST00000357727
0,0,0,0,0,ENSG00000172260,ENST00000357731.10,ENST00000357731
0.116,0.349,0.264,0.792,0.868,ENSG00000197063,ENST00000357736.9,ENST00000357736
0.098,0.329,0.195,0.688,0.738,ENSG00000140563,ENST00000357742.10,ENST00000357742
0.133,0.264,0.212,0.428,0.433,ENSG00000147533,ENST00000357743.9,ENST00000357743
0,0.036,0,0.085,0.117,ENSG00000188419,ENST00000357749.7,ENST00000357749
0,0,0,0,0,ENSG00000068001,ENST00000357750.9,ENST00000357750
0,0,0,0,0,ENSG00000115446,ENST00000357765.7,ENST00000357765
0.733,3.117,1.444,5.825,6.658,ENSG00000131233,ENST00000357771.5,ENST00000357771
0.047,0.235,0.13,0.602,0.619,ENSG00000197360,ENST00000357774.9,ENST00000357774
0.224,0.95,0.434,1.907,2.022,ENSG00000168454,ENST00000357775.6,ENST00000357775
0.079,0.311,0.163,0.647,0.708,ENSG00000110244,ENST00000357780.5,ENST00000357780
1.248,3.929,2.311,7.199,7.545,ENSG00000118257,ENST00000357785.10,ENST00000357785
0,0,0,0,0,ENSG00000163535,ENST00000357799.9,ENST00000357799
0.184,0.345,0.347,0.667,0.75,ENSG00000109065,ENST00000357814.8,ENST00000357814
0,0,0,0,0,ENSG00000146416,ENST00000357847.9,ENST00000357847
0.037,0.142,0.085,0.28,0.29,ENSG00000121022,ENST00000357849.9,ENST00000357849
0,0,0,0,0,ENSG00000174233,ENST00000357869.8,ENST00000357869
0.05,0.146,0.086,0.289,0.307,ENSG00000172901,ENST00000357872.9,ENST00000357872
0.059,0.182,0.096,0.313,0.316,ENSG00000135622,ENST00000357877.7,ENST00000357877
0.023,0.063,0.047,0.134,0.143,ENSG00000188620,ENST00000357878.7,ENST00000357878
0.33,1.034,0.734,2.231,2.293,ENSG00000196323,ENST00000357899.9,ENST00000357899
0.076,0.208,0.154,0.414,0.42,ENSG00000197044,ENST00000357901.5,ENST00000357901
0.019,0.131,0.048,0.331,0.349,ENSG00000095587,ENST00000357947.4,ENST00000357947
0.133,0.472,0.269,0.993,1.103,ENSG00000197019,ENST00000357949.5,ENST00000357949
0,0,0,0,0,ENSG00000196678,ENST00000357967.9,ENST00000357967
0,0,0,0,0,ENSG00000183844,ENST00000357985.7,ENST00000357985
0.231,0.608,0.414,1.096,1.13,ENSG00000158711,ENST00000357992.9,ENST00000357992
0,0,0,0,0,ENSG00000176915,ENST00000357997.10,ENST00000357997
0.343,1.992,0.573,3.27,3.485,ENSG00000106692,ENST00000357998.10,ENST00000357998
0,0,0,0,0,ENSG00000213782,ENST00000358007.7,ENST00000358007
0.32,1.049,0.66,2.054,2.115,ENSG00000119318,ENST00000358015.8,ENST00000358015
0.027,0.117,0.089,0.308,0.348,ENSG00000198680,ENST00000358022.6,ENST00000358022
0.998,2.604,2.203,5.657,5.899,ENSG00000133069,ENST00000358024.8,ENST00000358024
0.034,0.177,0.066,0.317,0.478,ENSG00000007341,ENST00000358039.9,ENST00000358039
0,0,0,0,0,ENSG00000198173,ENST00000358047.5,ENST00000358047
0.057,0.155,0.107,0.312,0.329,ENSG00000114923,ENST00000358055.8,ENST00000358055
0.048,0.128,0.083,0.229,0.267,ENSG00000197045,ENST00000358056.8,ENST00000358056
0,0,0,0,0,ENSG00000170364,ENST00000358065.5,ENST00000358065
0,0,0,0,0,ENSG00000072182,ENST00000358078.5,ENST00000358078
0.263,0.65,0.459,1.191,1.22,ENSG00000151623,ENST00000358102.8,ENST00000358102
0.015,0.048,0.04,0.108,0.12,ENSG00000197826,ENST00000358105.8,ENST00000358105
0.439,1.539,1.108,3.826,4.053,ENSG00000066382,ENST00000358117.10,ENST00000358117
0.25,0.782,0.421,1.339,1.393,ENSG00000196092,ENST00000358127.9,ENST00000358127
0.322,2.134,0.584,3.616,3.88,ENSG00000198157,ENST00000358130.7,ENST00000358130
0.406,1.482,0.881,3.21,3.34,ENSG00000173253,ENST00000358146.7,ENST00000358146
0,0,0,0,0,ENSG00000113761,ENST00000358149.8,ENST00000358149
0.274,0.676,0.593,1.363,1.407,ENSG00000197006,ENST00000358154.8,ENST00000358154
0.493,1.644,0.978,3.206,3.4,ENSG00000213694,ENST00000358157.3,ENST00000358157
0,0,0,0,0,ENSG00000178075,ENST00000358160.9,ENST00000358160
0.024,0.142,0.042,0.276,0.298,ENSG00000149257,ENST00000358171.8,ENST00000358171
0.151,0.444,0.3,0.949,0.976,ENSG00000196411,ENST00000358173.8,ENST00000358173
0,0,0,0,0,ENSG00000196188,ENST00000358184.7,ENST00000358184
0.142,0.475,0.236,0.825,0.833,ENSG00000128683,ENST00000358196.8,ENST00000358196
0.061,0.225,0.112,0.384,0.43,ENSG00000177548,ENST00000358201.9,ENST00000358201
0.238,0.598,0.397,1.005,1.037,ENSG00000135269,ENST00000358204.9,ENST00000358204
0,0,0,0,0,ENSG00000137038,ENST00000358227.5,ENST00000358227
0.112,0.266,0.206,0.445,0.47,ENSG00000155957,ENST00000358230.8,ENST00000358230
0,0,0,0,0,ENSG00000134759,ENST00000358232.11,ENST00000358232
0.434,1.251,0.876,2.471,2.572,ENSG00000158856,ENST00000358242.6,ENST00000358242
0.223,0.534,0.41,1.052,1.087,ENSG00000149115,ENST00000358252.8,ENST00000358252
0.151,0.358,0.396,0.98,1.035,ENSG00000196712,ENST00000358273.9,ENST00000358273
0.012,0.077,0.022,0.137,0.144,ENSG00000198189,ENST00000358290.9,ENST00000358290
0.077,0.317,0.218,0.826,0.857,ENSG00000197020,ENST00000358296.11,ENST00000358296
0.128,0.293,0.201,0.476,0.484,ENSG00000163596,ENST00000358299.7,ENST00000358299
0,0,0,0,0,ENSG00000091732,ENST00000358303.9,ENST00000358303
0.11,0.275,0.179,0.429,0.495,ENSG00000134283,ENST00000358314.12,ENST00000358314
0,0,0,0,0,ENSG00000099994,ENST00000358321.4,ENST00000358321
0,0,0,0,0,ENSG00000120314,ENST00000358337.10,ENST00000358337
0.088,0.247,0.153,0.425,0.45,ENSG00000197451,ENST00000358344.8,ENST00000358344
1.136,3.635,2.254,6.867,7.221,ENSG00000075539,ENST00000358350.9,ENST00000358350
0.899,4.856,1.687,9.15,9.938,ENSG00000145725,ENST00000358359.8,ENST00000358359
0.12,0.167,0.23,0.315,0.48,ENSG00000076924,ENST00000358368.5,ENST00000358368
0,0.044,0,0.174,0.499,ENSG00000170909,ENST00000358375.9,ENST00000358375
0.047,0.134,0.088,0.237,0.25,ENSG00000119599,ENST00000358377.7,ENST00000358377
0,0,0,0,0,ENSG00000198513,ENST00000358385.12,ENST00000358385
0.045,0.148,0.123,0.39,0.41,ENSG00000113621,ENST00000358387.9,ENST00000358387
0.042,0.285,0.099,0.674,0.704,ENSG00000101236,ENST00000358395.11,ENST00000358395
0,0,0,0,0,ENSG00000119125,ENST00000358399.8,ENST00000358399
0,0,0,0,0,ENSG00000197448,ENST00000358406.10,ENST00000358406
0.011,0.093,0.031,0.305,0.347,ENSG00000138346,ENST00000358410.8,ENST00000358410
0.099,0.367,0.203,0.795,0.83,ENSG00000151655,ENST00000358415.9,ENST00000358415
0,0.032,0,0.21,0.217,ENSG00000164440,ENST00000358430.8,ENST00000358430
0.567,1.76,1.273,3.82,4.181,ENSG00000197077,ENST00000358431.8,ENST00000358431
0.247,0.552,0.393,0.833,0.904,ENSG00000142627,ENST00000358432.8,ENST00000358432
0.88,5.236,1.514,8.761,10.124,ENSG00000188324,ENST00000358433.3,ENST00000358433
0.035,0.081,0.101,0.275,0.284,ENSG00000196683,ENST00000358435.9,ENST00000358435
0,0,0,0,0,ENSG00000197323,ENST00000358465.7,ENST00000358465
0.816,2.388,1.532,4.48,4.614,ENSG00000066468,ENST00000358487.10,ENST00000358487
0.242,0.82,0.532,1.725,1.885,ENSG00000197013,ENST00000358491.9,ENST00000358491
0.065,0.468,0.175,1.285,1.427,ENSG00000002016,ENST00000358495.8,ENST00000358495
0.376,1.203,0.642,2.071,2.198,ENSG00000128335,ENST00000358502.10,ENST00000358502
0.269,0.924,0.559,1.919,2.004,ENSG00000206384,ENST00000358511.11,ENST00000358511
0.031,0.216,0.081,0.571,0.64,ENSG00000205220,ENST00000358514.9,ENST00000358514
0,0,0,0,0,ENSG00000196844,ENST00000358524.8,ENST00000358524
0,0,0,0,0,ENSG00000163817,ENST00000358525.9,ENST00000358525
0.323,1.073,0.532,1.657,1.762,ENSG00000147081,ENST00000358526.7,ENST00000358526
0.392,2.221,0.733,4.246,4.443,ENSG00000009307,ENST00000358528.9,ENST00000358528
0,0,0,0,0,ENSG00000213390,ENST00000358531.9,ENST00000358531
0.497,1.729,0.983,3.389,3.551,ENSG00000110786,ENST00000358540.7,ENST00000358540
0.037,0.118,0.075,0.271,0.292,ENSG00000196711,ENST00000358543.9,ENST00000358543
0,0,0,0,0,ENSG00000132549,ENST00000358544.7,ENST00000358544
0.057,0.174,0.119,0.395,0.414,ENSG00000196570,ENST00000358571.3,ENST00000358571
0.138,0.416,0.288,0.896,1.02,ENSG00000198498,ENST00000358572.10,ENST00000358572
2.288,8.602,4.155,14.978,16.482,ENSG00000196381,ENST00000358582.9,ENST00000358582
0.093,0.613,0.183,1.125,1.319,ENSG00000197745,ENST00000358585.3,ENST00000358585
0.219,0.44,0.37,0.711,0.78,ENSG00000143437,ENST00000358595.10,ENST00000358595
0.05,0.169,0.103,0.336,0.373,ENSG00000132466,ENST00000358602.9,ENST00000358602
0,0,0,0,0,ENSG00000006015,ENST00000358607.11,ENST00000358607
0.013,0.053,0.037,0.115,0.129,ENSG00000197465,ENST00000358615.9,ENST00000358615
0,0,0,0,0,ENSG00000196363,ENST00000358625.4,ENST00000358625
0,0,0,0,0,ENSG00000196578,ENST00000358642.2,ENST00000358642
0.184,0.763,0.416,1.711,1.783,ENSG00000196329,ENST00000358647.5,ENST00000358647
0.282,1.138,0.744,2.673,2.846,ENSG00000181135,ENST00000358656.9,ENST00000358656
0,0,0,0,0,ENSG00000168060,ENST00000358658.8,ENST00000358658
0,0,0,0,0,ENSG00000125952,ENST00000358664.9,ENST00000358664
0.089,0.354,0.166,0.691,0.787,ENSG00000072694,ENST00000358671.10,ENST00000358671
0.402,1.207,0.815,2.348,2.562,ENSG00000197217,ENST00000358689.9,ENST00000358689
1.074,3.912,1.721,6.099,7.136,ENSG00000198265,ENST00000358691.10,ENST00000358691
0,0,0,0,0,ENSG00000198205,ENST00000358697.6,ENST00000358697
0,0,0,0,0,ENSG00000165661,ENST00000358701.10,ENST00000358701
0.221,0.787,0.478,1.737,1.913,ENSG00000179456,ENST00000358704.4,ENST00000358704
0.506,1.051,0.881,1.874,1.932,ENSG00000145734,ENST00000358731.9,ENST00000358731
0.018,0.116,0.042,0.302,0.395,ENSG00000196747,ENST00000358739.5,ENST00000358739
0.646,1.835,1.337,3.718,3.925,ENSG00000196338,ENST00000358741.4,ENST00000358741
0.838,2.928,1.49,4.957,5.447,ENSG00000198677,ENST00000358746.7,ENST00000358746
0.148,0.415,0.284,0.758,0.775,ENSG00000196371,ENST00000358752.4,ENST00000358752
1.043,2.613,1.759,4.33,4.799,ENSG00000164930,ENST00000358755.5,ENST00000358755
0.139,0.419,0.297,0.915,0.941,ENSG00000167371,ENST00000358758.12,ENST00000358758
0.305,0.88,0.625,1.805,1.906,ENSG00000185666,ENST00000358763.7,ENST00000358763
0.146,0.661,0.292,1.301,1.373,ENSG00000108187,ENST00000358769.7,ENST00000358769
0,0,0,0,0,ENSG00000198053,ENST00000358771.5,ENST00000358771
0,0,0,0,0,ENSG00000196177,ENST00000358776.7,ENST00000358776
0.975,2.815,1.986,5.663,5.986,ENSG00000186567,ENST00000358777.10,ENST00000358777
0.195,0.375,0.294,0.61,0.623,ENSG00000077458,ENST00000358780.10,ENST00000358780
0.159,0.386,0.35,0.823,0.861,ENSG00000198643,ENST00000358781.7,ENST00000358781
0.088,0.215,0.192,0.443,0.469,ENSG00000129451,ENST00000358789.8,ENST00000358789
0.033,0.122,0.093,0.324,0.355,ENSG00000135596,ENST00000358807.8,ENST00000358807
0.152,0.507,0.363,1.15,1.201,ENSG00000172469,ENST00000358812.9,ENST00000358812
0.067,0.384,0.122,0.696,0.784,ENSG00000115009,ENST00000358813.5,ENST00000358813
0.34,0.786,0.705,1.659,1.781,ENSG00000150656,ENST00000358821.8,ENST00000358821
1.369,3.137,2.531,5.765,5.949,ENSG00000118200,ENST00000358823.7,ENST00000358823
0.294,0.508,0.462,0.78,0.899,ENSG00000187021,ENST00000358834.9,ENST00000358834
0,0,0,0,0,ENSG00000196475,ENST00000358842.5,ENST00000358842
0.138,0.471,0.272,0.94,1.114,ENSG00000197150,ENST00000358849.9,ENST00000358849
0.266,0.894,0.5,1.673,1.72,ENSG00000197651,ENST00000358859.3,ENST00000358859
0,0,0,0,0,ENSG00000149488,ENST00000358864.2,ENST00000358864
0,0.371,0,0.621,1,ENSG00000171204,ENST00000358867.11,ENST00000358867
0.057,0.251,0.161,0.693,0.734,ENSG00000197712,ENST00000358869.5,ENST00000358869
0.071,0.218,0.121,0.372,0.402,ENSG00000101203,ENST00000358894.11,ENST00000358894
0.035,0.176,0.075,0.357,0.368,ENSG00000165280,ENST00000358901.11,ENST00000358901
0.307,0.831,0.632,1.7,1.764,ENSG00000197329,ENST00000358912.5,ENST00000358912
0.464,1.447,0.984,3.077,3.265,ENSG00000138347,ENST00000358913.10,ENST00000358913
1.233,4.587,2.516,9.248,10.257,ENSG00000100814,ENST00000358932.9,ENST00000358932
0,0,0,0,0,ENSG00000038358,ENST00000358933.10,ENST00000358933
0.133,0.387,0.316,0.886,0.942,ENSG00000198060,ENST00000358935.3,ENST00000358935
0.121,0.256,0.214,0.439,0.457,ENSG00000118873,ENST00000358951.7,ENST00000358951
0.5,1.042,1.125,2.303,2.422,ENSG00000183206,ENST00000358970.10,ENST00000358970
0.214,0.819,0.503,1.864,1.991,ENSG00000197054,ENST00000358987.8,ENST00000358987
0,0.85,0,1.514,1.8,ENSG00000198573,ENST00000358993.3,ENST00000358993
1.078,2.546,2.041,4.799,5.21,ENSG00000198646,ENST00000359003.7,ENST00000359003
0.077,0.228,0.151,0.413,0.418,ENSG00000197442,ENST00000359015.5,ENST00000359015
0.779,2.381,1.569,4.753,4.947,ENSG00000198642,ENST00000359039.5,ENST00000359039
0,0,0,0,0,ENSG00000105732,ENST00000359044.5,ENST00000359044
2.086,5.865,3.639,10.265,10.993,ENSG00000172572,ENST00000359062.4,ENST00000359062
